Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Venezuela,Industrial Production,1998-01-31T00:00:00,-4.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-02-28T00:00:00,4.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-03-31T00:00:00,18.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-04-30T00:00:00,6.5,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-05-31T00:00:00,4.5,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-06-30T00:00:00,4.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-07-31T00:00:00,-0.3,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-08-31T00:00:00,-3.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-09-30T00:00:00,-3.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-10-31T00:00:00,1.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-11-30T00:00:00,2.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1998-12-31T00:00:00,-22.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-01-31T00:00:00,-18.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-02-28T00:00:00,-13.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-03-31T00:00:00,-20.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-04-30T00:00:00,-22.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-05-31T00:00:00,-15.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-06-30T00:00:00,-17.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-07-31T00:00:00,-14.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-08-31T00:00:00,-8.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-09-30T00:00:00,-4.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-10-31T00:00:00,-9.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-11-30T00:00:00,-4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,1999-12-31T00:00:00,-2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-01-31T00:00:00,2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-02-29T00:00:00,4.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-03-31T00:00:00,4.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-04-30T00:00:00,-2.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-05-31T00:00:00,9.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-06-30T00:00:00,11.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-07-31T00:00:00,4.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-08-31T00:00:00,10,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-09-30T00:00:00,4.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-10-31T00:00:00,5.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-11-30T00:00:00,8.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2000-12-31T00:00:00,13.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-01-31T00:00:00,6.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-02-28T00:00:00,-0.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-03-31T00:00:00,9.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-04-30T00:00:00,8.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-05-31T00:00:00,2.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-06-30T00:00:00,5.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-07-31T00:00:00,6.3,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-08-31T00:00:00,6.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-09-30T00:00:00,0.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-10-31T00:00:00,7.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-11-30T00:00:00,2.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2001-12-31T00:00:00,-9.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-01-31T00:00:00,0.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-02-28T00:00:00,-5.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-03-31T00:00:00,-25.1,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-04-30T00:00:00,-11.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-05-31T00:00:00,-10.8,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-06-30T00:00:00,-21.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-07-31T00:00:00,-12.7,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-08-31T00:00:00,-14.5,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-09-30T00:00:00,-12.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-10-31T00:00:00,-14.6,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-11-30T00:00:00,-15.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2002-12-31T00:00:00,-64.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2003-01-31T00:00:00,-53.9,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2003-02-28T00:00:00,-29.4,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2003-03-31T00:00:00,-13.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
Venezuela,Industrial Production,2003-04-30T00:00:00,-15.2,Monthly,VENEZUELAINDPRO,2013-09-09T17:41:00
