Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Venezuela,Crude Oil Rigs,1995-01-31T00:00:00,75,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-02-28T00:00:00,75,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-03-31T00:00:00,75,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-04-30T00:00:00,78,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-05-31T00:00:00,80,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-06-30T00:00:00,86,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-07-31T00:00:00,86,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-08-31T00:00:00,89,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-09-30T00:00:00,89,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-10-31T00:00:00,94,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-11-30T00:00:00,95,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1995-12-31T00:00:00,96,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-01-31T00:00:00,100,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-02-29T00:00:00,103,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-03-31T00:00:00,109,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-04-30T00:00:00,110,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-05-31T00:00:00,111,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-06-30T00:00:00,111,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-07-31T00:00:00,111,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-08-31T00:00:00,111,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-09-30T00:00:00,111,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-10-31T00:00:00,106,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-11-30T00:00:00,105,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1996-12-31T00:00:00,106,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-01-31T00:00:00,114,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-02-28T00:00:00,110,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-03-31T00:00:00,113,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-04-30T00:00:00,110,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-05-31T00:00:00,119,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-06-30T00:00:00,115,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-07-31T00:00:00,107,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-08-31T00:00:00,108,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-09-30T00:00:00,107,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-10-31T00:00:00,106,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-11-30T00:00:00,104,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
Venezuela,Crude Oil Rigs,1997-12-31T00:00:00,108,Monthly,VENEZUELACRUOILRIG,2019-05-07T17:04:00
